Subject,channel,exp_cond,value,Experiment,Condition,Base_task
Subj12,1,comp_phon_task_hbo,-9.31E-05,Comprehension,Phonological,Task
Subj12,2,comp_phon_task_hbo,5.86E-06,Comprehension,Phonological,Task
Subj12,3,comp_phon_task_hbo,-6.91E-06,Comprehension,Phonological,Task
Subj12,4,comp_phon_task_hbo,3.68E-05,Comprehension,Phonological,Task
Subj12,6,comp_phon_task_hbo,3.20E-05,Comprehension,Phonological,Task
Subj12,7,comp_phon_task_hbo,2.50E-05,Comprehension,Phonological,Task
Subj12,8,comp_phon_task_hbo,5.06E-05,Comprehension,Phonological,Task
Subj12,9,comp_phon_task_hbo,0.000147,Comprehension,Phonological,Task
Subj12,10,comp_phon_task_hbo,1.54E-06,Comprehension,Phonological,Task
Subj12,11,comp_phon_task_hbo,3.79E-06,Comprehension,Phonological,Task
Subj12,12,comp_phon_task_hbo,3.63E-05,Comprehension,Phonological,Task
Subj12,13,comp_phon_task_hbo,9.69E-05,Comprehension,Phonological,Task
Subj12,15,comp_phon_task_hbo,5.68E-05,Comprehension,Phonological,Task
Subj12,16,comp_phon_task_hbo,-0.000156,Comprehension,Phonological,Task
Subj12,17,comp_phon_task_hbo,4.33E-05,Comprehension,Phonological,Task
Subj12,18,comp_phon_task_hbo,-0.000109,Comprehension,Phonological,Task
Subj12,19,comp_phon_task_hbo,-1.25E-05,Comprehension,Phonological,Task
Subj12,20,comp_phon_task_hbo,1.01E-05,Comprehension,Phonological,Task
Subj12,21,comp_phon_task_hbo,8.14E-06,Comprehension,Phonological,Task
Subj12,22,comp_phon_task_hbo,-5.45E-05,Comprehension,Phonological,Task
Subj12,24,comp_phon_task_hbo,-9.90E-06,Comprehension,Phonological,Task
Subj12,25,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj12,26,comp_phon_task_hbo,-4.99E-05,Comprehension,Phonological,Task
Subj12,27,comp_phon_task_hbo,-1.60E-05,Comprehension,Phonological,Task
Subj12,28,comp_phon_task_hbo,7.32E-06,Comprehension,Phonological,Task
Subj12,29,comp_phon_task_hbo,1.24E-05,Comprehension,Phonological,Task
Subj12,30,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj12,31,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj12,33,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj12,34,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj12,35,comp_phon_task_hbo,6.86E-05,Comprehension,Phonological,Task
Subj12,36,comp_phon_task_hbo,2.10E-05,Comprehension,Phonological,Task
Subj13,1,comp_phon_task_hbo,2.36E-05,Comprehension,Phonological,Task
Subj13,2,comp_phon_task_hbo,5.27E-06,Comprehension,Phonological,Task
Subj13,3,comp_phon_task_hbo,8.08E-06,Comprehension,Phonological,Task
Subj13,4,comp_phon_task_hbo,1.95E-05,Comprehension,Phonological,Task
Subj13,6,comp_phon_task_hbo,1.67E-06,Comprehension,Phonological,Task
Subj13,7,comp_phon_task_hbo,4.20E-06,Comprehension,Phonological,Task
Subj13,8,comp_phon_task_hbo,-8.67E-06,Comprehension,Phonological,Task
Subj13,9,comp_phon_task_hbo,1.24E-05,Comprehension,Phonological,Task
Subj13,10,comp_phon_task_hbo,-5.71E-08,Comprehension,Phonological,Task
Subj13,11,comp_phon_task_hbo,2.43E-05,Comprehension,Phonological,Task
Subj13,12,comp_phon_task_hbo,-6.12E-06,Comprehension,Phonological,Task
Subj13,13,comp_phon_task_hbo,-1.90E-05,Comprehension,Phonological,Task
Subj13,15,comp_phon_task_hbo,2.44E-05,Comprehension,Phonological,Task
Subj13,16,comp_phon_task_hbo,-1.13E-05,Comprehension,Phonological,Task
Subj13,17,comp_phon_task_hbo,-1.30E-05,Comprehension,Phonological,Task
Subj13,18,comp_phon_task_hbo,-1.14E-05,Comprehension,Phonological,Task
Subj13,19,comp_phon_task_hbo,-1.43E-06,Comprehension,Phonological,Task
Subj13,20,comp_phon_task_hbo,-8.65E-06,Comprehension,Phonological,Task
Subj13,21,comp_phon_task_hbo,4.48E-06,Comprehension,Phonological,Task
Subj13,22,comp_phon_task_hbo,9.80E-06,Comprehension,Phonological,Task
Subj13,24,comp_phon_task_hbo,-2.21E-05,Comprehension,Phonological,Task
Subj13,25,comp_phon_task_hbo,1.26E-05,Comprehension,Phonological,Task
Subj13,26,comp_phon_task_hbo,7.41E-06,Comprehension,Phonological,Task
Subj13,27,comp_phon_task_hbo,2.23E-05,Comprehension,Phonological,Task
Subj13,28,comp_phon_task_hbo,1.94E-05,Comprehension,Phonological,Task
Subj13,29,comp_phon_task_hbo,5.85E-06,Comprehension,Phonological,Task
Subj13,30,comp_phon_task_hbo,1.24E-06,Comprehension,Phonological,Task
Subj13,31,comp_phon_task_hbo,-1.82E-05,Comprehension,Phonological,Task
Subj13,33,comp_phon_task_hbo,4.56E-06,Comprehension,Phonological,Task
Subj13,34,comp_phon_task_hbo,-1.43E-06,Comprehension,Phonological,Task
Subj13,35,comp_phon_task_hbo,-2.79E-05,Comprehension,Phonological,Task
Subj13,36,comp_phon_task_hbo,-7.61E-06,Comprehension,Phonological,Task
Subj14,1,comp_phon_task_hbo,-5.10E-05,Comprehension,Phonological,Task
Subj14,2,comp_phon_task_hbo,-7.41E-05,Comprehension,Phonological,Task
Subj14,3,comp_phon_task_hbo,-3.01E-05,Comprehension,Phonological,Task
Subj14,4,comp_phon_task_hbo,8.83E-06,Comprehension,Phonological,Task
Subj14,6,comp_phon_task_hbo,-8.85E-05,Comprehension,Phonological,Task
Subj14,7,comp_phon_task_hbo,-7.27E-06,Comprehension,Phonological,Task
Subj14,8,comp_phon_task_hbo,1.81E-05,Comprehension,Phonological,Task
Subj14,9,comp_phon_task_hbo,1.12E-05,Comprehension,Phonological,Task
Subj14,10,comp_phon_task_hbo,-3.13E-05,Comprehension,Phonological,Task
Subj14,11,comp_phon_task_hbo,-1.04E-05,Comprehension,Phonological,Task
Subj14,12,comp_phon_task_hbo,5.99E-05,Comprehension,Phonological,Task
Subj14,13,comp_phon_task_hbo,5.84E-05,Comprehension,Phonological,Task
Subj14,15,comp_phon_task_hbo,-8.76E-06,Comprehension,Phonological,Task
Subj14,16,comp_phon_task_hbo,6.57E-05,Comprehension,Phonological,Task
Subj14,17,comp_phon_task_hbo,5.56E-05,Comprehension,Phonological,Task
Subj14,18,comp_phon_task_hbo,1.93E-05,Comprehension,Phonological,Task
Subj14,19,comp_phon_task_hbo,-5.72E-05,Comprehension,Phonological,Task
Subj14,20,comp_phon_task_hbo,-7.89E-05,Comprehension,Phonological,Task
Subj14,21,comp_phon_task_hbo,-1.89E-05,Comprehension,Phonological,Task
Subj14,22,comp_phon_task_hbo,-7.59E-06,Comprehension,Phonological,Task
Subj14,24,comp_phon_task_hbo,-6.78E-05,Comprehension,Phonological,Task
Subj14,25,comp_phon_task_hbo,-2.07E-05,Comprehension,Phonological,Task
Subj14,26,comp_phon_task_hbo,-8.00E-07,Comprehension,Phonological,Task
Subj14,27,comp_phon_task_hbo,3.57E-05,Comprehension,Phonological,Task
Subj14,28,comp_phon_task_hbo,-2.59E-05,Comprehension,Phonological,Task
Subj14,29,comp_phon_task_hbo,2.59E-05,Comprehension,Phonological,Task
Subj14,30,comp_phon_task_hbo,6.45E-06,Comprehension,Phonological,Task
Subj14,31,comp_phon_task_hbo,2.34E-05,Comprehension,Phonological,Task
Subj14,33,comp_phon_task_hbo,-7.32E-06,Comprehension,Phonological,Task
Subj14,34,comp_phon_task_hbo,2.54E-05,Comprehension,Phonological,Task
Subj14,35,comp_phon_task_hbo,1.78E-05,Comprehension,Phonological,Task
Subj14,36,comp_phon_task_hbo,-1.08E-05,Comprehension,Phonological,Task
Subj15,1,comp_phon_task_hbo,-5.00E-05,Comprehension,Phonological,Task
Subj15,2,comp_phon_task_hbo,-7.94E-06,Comprehension,Phonological,Task
Subj15,3,comp_phon_task_hbo,-3.90E-05,Comprehension,Phonological,Task
Subj15,4,comp_phon_task_hbo,-3.08E-05,Comprehension,Phonological,Task
Subj15,6,comp_phon_task_hbo,-5.82E-05,Comprehension,Phonological,Task
Subj15,7,comp_phon_task_hbo,-6.22E-05,Comprehension,Phonological,Task
Subj15,8,comp_phon_task_hbo,-0.000112,Comprehension,Phonological,Task
Subj15,9,comp_phon_task_hbo,-8.31E-05,Comprehension,Phonological,Task
Subj15,10,comp_phon_task_hbo,-0.000106,Comprehension,Phonological,Task
Subj15,11,comp_phon_task_hbo,-9.21E-05,Comprehension,Phonological,Task
Subj15,12,comp_phon_task_hbo,0.000132,Comprehension,Phonological,Task
Subj15,13,comp_phon_task_hbo,-2.24E-05,Comprehension,Phonological,Task
Subj15,15,comp_phon_task_hbo,3.86E-06,Comprehension,Phonological,Task
Subj15,16,comp_phon_task_hbo,2.77E-05,Comprehension,Phonological,Task
Subj15,17,comp_phon_task_hbo,5.54E-05,Comprehension,Phonological,Task
Subj15,18,comp_phon_task_hbo,1.99E-05,Comprehension,Phonological,Task
Subj15,19,comp_phon_task_hbo,-6.71E-05,Comprehension,Phonological,Task
Subj15,20,comp_phon_task_hbo,-4.76E-05,Comprehension,Phonological,Task
Subj15,21,comp_phon_task_hbo,-3.69E-05,Comprehension,Phonological,Task
Subj15,22,comp_phon_task_hbo,-3.35E-05,Comprehension,Phonological,Task
Subj15,24,comp_phon_task_hbo,7.01E-07,Comprehension,Phonological,Task
Subj15,25,comp_phon_task_hbo,-9.78E-06,Comprehension,Phonological,Task
Subj15,26,comp_phon_task_hbo,1.26E-05,Comprehension,Phonological,Task
Subj15,27,comp_phon_task_hbo,-2.04E-05,Comprehension,Phonological,Task
Subj15,28,comp_phon_task_hbo,2.20E-05,Comprehension,Phonological,Task
Subj15,29,comp_phon_task_hbo,5.67E-05,Comprehension,Phonological,Task
Subj15,30,comp_phon_task_hbo,-6.74E-05,Comprehension,Phonological,Task
Subj15,31,comp_phon_task_hbo,-9.83E-05,Comprehension,Phonological,Task
Subj15,33,comp_phon_task_hbo,6.67E-06,Comprehension,Phonological,Task
Subj15,34,comp_phon_task_hbo,2.83E-05,Comprehension,Phonological,Task
Subj15,35,comp_phon_task_hbo,-5.13E-05,Comprehension,Phonological,Task
Subj15,36,comp_phon_task_hbo,1.84E-05,Comprehension,Phonological,Task
Subj16,1,comp_phon_task_hbo,-4.99E-05,Comprehension,Phonological,Task
Subj16,2,comp_phon_task_hbo,-7.53E-06,Comprehension,Phonological,Task
Subj16,3,comp_phon_task_hbo,-3.92E-05,Comprehension,Phonological,Task
Subj16,4,comp_phon_task_hbo,-3.12E-05,Comprehension,Phonological,Task
Subj16,6,comp_phon_task_hbo,-5.85E-05,Comprehension,Phonological,Task
Subj16,7,comp_phon_task_hbo,-6.28E-05,Comprehension,Phonological,Task
Subj16,8,comp_phon_task_hbo,-0.000112,Comprehension,Phonological,Task
Subj16,9,comp_phon_task_hbo,-8.32E-05,Comprehension,Phonological,Task
Subj16,10,comp_phon_task_hbo,-0.000106,Comprehension,Phonological,Task
Subj16,11,comp_phon_task_hbo,-9.25E-05,Comprehension,Phonological,Task
Subj16,12,comp_phon_task_hbo,0.000133,Comprehension,Phonological,Task
Subj16,13,comp_phon_task_hbo,-2.61E-05,Comprehension,Phonological,Task
Subj16,15,comp_phon_task_hbo,3.25E-06,Comprehension,Phonological,Task
Subj16,16,comp_phon_task_hbo,2.83E-05,Comprehension,Phonological,Task
Subj16,17,comp_phon_task_hbo,5.58E-05,Comprehension,Phonological,Task
Subj16,18,comp_phon_task_hbo,2.07E-05,Comprehension,Phonological,Task
Subj16,19,comp_phon_task_hbo,-6.69E-05,Comprehension,Phonological,Task
Subj16,20,comp_phon_task_hbo,-4.66E-05,Comprehension,Phonological,Task
Subj16,21,comp_phon_task_hbo,-3.76E-05,Comprehension,Phonological,Task
Subj16,22,comp_phon_task_hbo,-3.33E-05,Comprehension,Phonological,Task
Subj16,24,comp_phon_task_hbo,1.31E-06,Comprehension,Phonological,Task
Subj16,25,comp_phon_task_hbo,-1.00E-05,Comprehension,Phonological,Task
Subj16,26,comp_phon_task_hbo,1.21E-05,Comprehension,Phonological,Task
Subj16,27,comp_phon_task_hbo,-2.08E-05,Comprehension,Phonological,Task
Subj16,28,comp_phon_task_hbo,2.10E-05,Comprehension,Phonological,Task
Subj16,29,comp_phon_task_hbo,5.54E-05,Comprehension,Phonological,Task
Subj16,30,comp_phon_task_hbo,-6.68E-05,Comprehension,Phonological,Task
Subj16,31,comp_phon_task_hbo,-9.74E-05,Comprehension,Phonological,Task
Subj16,33,comp_phon_task_hbo,6.40E-06,Comprehension,Phonological,Task
Subj16,34,comp_phon_task_hbo,2.84E-05,Comprehension,Phonological,Task
Subj16,35,comp_phon_task_hbo,-5.08E-05,Comprehension,Phonological,Task
Subj16,36,comp_phon_task_hbo,1.96E-05,Comprehension,Phonological,Task
Subj17,1,comp_phon_task_hbo,-0.00019,Comprehension,Phonological,Task
Subj17,2,comp_phon_task_hbo,-6.06E-05,Comprehension,Phonological,Task
Subj17,3,comp_phon_task_hbo,-0.000137,Comprehension,Phonological,Task
Subj17,4,comp_phon_task_hbo,-8.29E-05,Comprehension,Phonological,Task
Subj17,6,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,7,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,8,comp_phon_task_hbo,-3.64E-05,Comprehension,Phonological,Task
Subj17,9,comp_phon_task_hbo,-7.32E-05,Comprehension,Phonological,Task
Subj17,10,comp_phon_task_hbo,8.15E-05,Comprehension,Phonological,Task
Subj17,11,comp_phon_task_hbo,6.37E-05,Comprehension,Phonological,Task
Subj17,12,comp_phon_task_hbo,-0.000161,Comprehension,Phonological,Task
Subj17,13,comp_phon_task_hbo,-0.000174,Comprehension,Phonological,Task
Subj17,15,comp_phon_task_hbo,-9.80E-06,Comprehension,Phonological,Task
Subj17,16,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,17,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,18,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,19,comp_phon_task_hbo,-7.00E-05,Comprehension,Phonological,Task
Subj17,20,comp_phon_task_hbo,-6.65E-05,Comprehension,Phonological,Task
Subj17,21,comp_phon_task_hbo,-1.70E-05,Comprehension,Phonological,Task
Subj17,22,comp_phon_task_hbo,5.07E-05,Comprehension,Phonological,Task
Subj17,24,comp_phon_task_hbo,-0.000115,Comprehension,Phonological,Task
Subj17,25,comp_phon_task_hbo,-2.59E-06,Comprehension,Phonological,Task
Subj17,26,comp_phon_task_hbo,4.47E-06,Comprehension,Phonological,Task
Subj17,27,comp_phon_task_hbo,-3.95E-05,Comprehension,Phonological,Task
Subj17,28,comp_phon_task_hbo,2.11E-05,Comprehension,Phonological,Task
Subj17,29,comp_phon_task_hbo,2.68E-05,Comprehension,Phonological,Task
Subj17,30,comp_phon_task_hbo,-4.65E-05,Comprehension,Phonological,Task
Subj17,31,comp_phon_task_hbo,-2.76E-06,Comprehension,Phonological,Task
Subj17,33,comp_phon_task_hbo,2.11E-05,Comprehension,Phonological,Task
Subj17,34,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj17,35,comp_phon_task_hbo,-2.90E-05,Comprehension,Phonological,Task
Subj17,36,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,1,comp_phon_task_hbo,-4.65E-05,Comprehension,Phonological,Task
Subj18,2,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,3,comp_phon_task_hbo,-4.88E-05,Comprehension,Phonological,Task
Subj18,4,comp_phon_task_hbo,-5.04E-05,Comprehension,Phonological,Task
Subj18,6,comp_phon_task_hbo,2.93E-05,Comprehension,Phonological,Task
Subj18,7,comp_phon_task_hbo,-1.05E-05,Comprehension,Phonological,Task
Subj18,8,comp_phon_task_hbo,-1.30E-05,Comprehension,Phonological,Task
Subj18,9,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,10,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,11,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,12,comp_phon_task_hbo,-1.38E-05,Comprehension,Phonological,Task
Subj18,13,comp_phon_task_hbo,-2.23E-05,Comprehension,Phonological,Task
Subj18,15,comp_phon_task_hbo,2.09E-05,Comprehension,Phonological,Task
Subj18,16,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,17,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,18,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,19,comp_phon_task_hbo,-5.70E-05,Comprehension,Phonological,Task
Subj18,20,comp_phon_task_hbo,-4.66E-05,Comprehension,Phonological,Task
Subj18,21,comp_phon_task_hbo,-1.98E-05,Comprehension,Phonological,Task
Subj18,22,comp_phon_task_hbo,-1.70E-05,Comprehension,Phonological,Task
Subj18,24,comp_phon_task_hbo,-2.54E-05,Comprehension,Phonological,Task
Subj18,25,comp_phon_task_hbo,6.56E-06,Comprehension,Phonological,Task
Subj18,26,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,27,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,28,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,29,comp_phon_task_hbo,2.57E-05,Comprehension,Phonological,Task
Subj18,30,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,31,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,33,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,34,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,35,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj18,36,comp_phon_task_hbo,NA,Comprehension,Phonological,Task
Subj19,1,comp_phon_task_hbo,2.61E-05,Comprehension,Phonological,Task
Subj19,2,comp_phon_task_hbo,-1.66E-07,Comprehension,Phonological,Task
Subj19,3,comp_phon_task_hbo,7.57E-05,Comprehension,Phonological,Task
Subj19,4,comp_phon_task_hbo,-3.07E-05,Comprehension,Phonological,Task
Subj19,6,comp_phon_task_hbo,9.16E-05,Comprehension,Phonological,Task
Subj19,7,comp_phon_task_hbo,0.000125,Comprehension,Phonological,Task
Subj19,8,comp_phon_task_hbo,5.91E-05,Comprehension,Phonological,Task
Subj19,9,comp_phon_task_hbo,5.97E-05,Comprehension,Phonological,Task
Subj19,10,comp_phon_task_hbo,7.64E-05,Comprehension,Phonological,Task
Subj19,11,comp_phon_task_hbo,3.97E-05,Comprehension,Phonological,Task
Subj19,12,comp_phon_task_hbo,1.48E-06,Comprehension,Phonological,Task
Subj19,13,comp_phon_task_hbo,-1.99E-05,Comprehension,Phonological,Task
Subj19,15,comp_phon_task_hbo,2.78E-05,Comprehension,Phonological,Task
Subj19,16,comp_phon_task_hbo,2.13E-05,Comprehension,Phonological,Task
Subj19,17,comp_phon_task_hbo,2.84E-05,Comprehension,Phonological,Task
Subj19,18,comp_phon_task_hbo,7.51E-06,Comprehension,Phonological,Task
Subj19,19,comp_phon_task_hbo,1.19E-05,Comprehension,Phonological,Task
Subj19,20,comp_phon_task_hbo,-1.55E-05,Comprehension,Phonological,Task
Subj19,21,comp_phon_task_hbo,1.72E-05,Comprehension,Phonological,Task
Subj19,22,comp_phon_task_hbo,4.81E-05,Comprehension,Phonological,Task
Subj19,24,comp_phon_task_hbo,-5.14E-05,Comprehension,Phonological,Task
Subj19,25,comp_phon_task_hbo,-6.01E-06,Comprehension,Phonological,Task
Subj19,26,comp_phon_task_hbo,3.54E-05,Comprehension,Phonological,Task
Subj19,27,comp_phon_task_hbo,7.31E-06,Comprehension,Phonological,Task
Subj19,28,comp_phon_task_hbo,-2.99E-05,Comprehension,Phonological,Task
Subj19,29,comp_phon_task_hbo,-2.29E-05,Comprehension,Phonological,Task
Subj19,30,comp_phon_task_hbo,-1.09E-06,Comprehension,Phonological,Task
Subj19,31,comp_phon_task_hbo,1.22E-05,Comprehension,Phonological,Task
Subj19,33,comp_phon_task_hbo,1.10E-05,Comprehension,Phonological,Task
Subj19,34,comp_phon_task_hbo,1.26E-05,Comprehension,Phonological,Task
Subj19,35,comp_phon_task_hbo,1.14E-05,Comprehension,Phonological,Task
Subj19,36,comp_phon_task_hbo,-3.08E-05,Comprehension,Phonological,Task
Subj20,1,comp_phon_task_hbo,2.46E-06,Comprehension,Phonological,Task
Subj20,2,comp_phon_task_hbo,-1.19E-05,Comprehension,Phonological,Task
Subj20,3,comp_phon_task_hbo,4.95E-06,Comprehension,Phonological,Task
Subj20,4,comp_phon_task_hbo,3.18E-05,Comprehension,Phonological,Task
Subj20,6,comp_phon_task_hbo,-3.06E-06,Comprehension,Phonological,Task
Subj20,7,comp_phon_task_hbo,4.79E-05,Comprehension,Phonological,Task
Subj20,8,comp_phon_task_hbo,4.34E-05,Comprehension,Phonological,Task
Subj20,9,comp_phon_task_hbo,4.63E-05,Comprehension,Phonological,Task
Subj20,10,comp_phon_task_hbo,4.70E-05,Comprehension,Phonological,Task
Subj20,11,comp_phon_task_hbo,3.21E-05,Comprehension,Phonological,Task
Subj20,12,comp_phon_task_hbo,5.38E-05,Comprehension,Phonological,Task
Subj20,13,comp_phon_task_hbo,6.75E-05,Comprehension,Phonological,Task
Subj20,15,comp_phon_task_hbo,2.24E-05,Comprehension,Phonological,Task
Subj20,16,comp_phon_task_hbo,4.92E-05,Comprehension,Phonological,Task
Subj20,17,comp_phon_task_hbo,8.85E-05,Comprehension,Phonological,Task
Subj20,18,comp_phon_task_hbo,7.71E-05,Comprehension,Phonological,Task
Subj20,19,comp_phon_task_hbo,-2.75E-05,Comprehension,Phonological,Task
Subj20,20,comp_phon_task_hbo,9.14E-06,Comprehension,Phonological,Task
Subj20,21,comp_phon_task_hbo,-4.34E-05,Comprehension,Phonological,Task
Subj20,22,comp_phon_task_hbo,-1.61E-05,Comprehension,Phonological,Task
Subj20,24,comp_phon_task_hbo,-1.95E-05,Comprehension,Phonological,Task
Subj20,25,comp_phon_task_hbo,-1.21E-05,Comprehension,Phonological,Task
Subj20,26,comp_phon_task_hbo,-2.52E-06,Comprehension,Phonological,Task
Subj20,27,comp_phon_task_hbo,2.17E-05,Comprehension,Phonological,Task
Subj20,28,comp_phon_task_hbo,2.82E-05,Comprehension,Phonological,Task
Subj20,29,comp_phon_task_hbo,4.32E-05,Comprehension,Phonological,Task
Subj20,30,comp_phon_task_hbo,2.71E-05,Comprehension,Phonological,Task
Subj20,31,comp_phon_task_hbo,4.66E-05,Comprehension,Phonological,Task
Subj20,33,comp_phon_task_hbo,2.77E-05,Comprehension,Phonological,Task
Subj20,34,comp_phon_task_hbo,3.48E-05,Comprehension,Phonological,Task
Subj20,35,comp_phon_task_hbo,6.71E-05,Comprehension,Phonological,Task
Subj20,36,comp_phon_task_hbo,5.33E-06,Comprehension,Phonological,Task
Subj21,1,comp_phon_task_hbo,1.73E-05,Comprehension,Phonological,Task
Subj21,2,comp_phon_task_hbo,5.86E-05,Comprehension,Phonological,Task
Subj21,3,comp_phon_task_hbo,-3.52E-06,Comprehension,Phonological,Task
Subj21,4,comp_phon_task_hbo,3.00E-05,Comprehension,Phonological,Task
Subj21,6,comp_phon_task_hbo,3.07E-06,Comprehension,Phonological,Task
Subj21,7,comp_phon_task_hbo,6.91E-07,Comprehension,Phonological,Task
Subj21,8,comp_phon_task_hbo,-2.99E-05,Comprehension,Phonological,Task
Subj21,9,comp_phon_task_hbo,2.05E-05,Comprehension,Phonological,Task
Subj21,10,comp_phon_task_hbo,-6.35E-06,Comprehension,Phonological,Task
Subj21,11,comp_phon_task_hbo,-5.68E-05,Comprehension,Phonological,Task
Subj21,12,comp_phon_task_hbo,-1.16E-05,Comprehension,Phonological,Task
Subj21,13,comp_phon_task_hbo,6.12E-05,Comprehension,Phonological,Task
Subj21,15,comp_phon_task_hbo,-5.95E-05,Comprehension,Phonological,Task
Subj21,16,comp_phon_task_hbo,1.07E-05,Comprehension,Phonological,Task
Subj21,17,comp_phon_task_hbo,0.000108,Comprehension,Phonological,Task
Subj21,18,comp_phon_task_hbo,4.85E-05,Comprehension,Phonological,Task
Subj21,19,comp_phon_task_hbo,6.92E-05,Comprehension,Phonological,Task
Subj21,20,comp_phon_task_hbo,1.76E-05,Comprehension,Phonological,Task
Subj21,21,comp_phon_task_hbo,9.41E-05,Comprehension,Phonological,Task
Subj21,22,comp_phon_task_hbo,6.75E-05,Comprehension,Phonological,Task
Subj21,24,comp_phon_task_hbo,7.48E-05,Comprehension,Phonological,Task
Subj21,25,comp_phon_task_hbo,0.000122,Comprehension,Phonological,Task
Subj21,26,comp_phon_task_hbo,6.75E-05,Comprehension,Phonological,Task
Subj21,27,comp_phon_task_hbo,9.61E-05,Comprehension,Phonological,Task
Subj21,28,comp_phon_task_hbo,5.98E-05,Comprehension,Phonological,Task
Subj21,29,comp_phon_task_hbo,3.06E-05,Comprehension,Phonological,Task
Subj21,30,comp_phon_task_hbo,0.000125,Comprehension,Phonological,Task
Subj21,31,comp_phon_task_hbo,0.000109,Comprehension,Phonological,Task
Subj21,33,comp_phon_task_hbo,5.23E-05,Comprehension,Phonological,Task
Subj21,34,comp_phon_task_hbo,7.80E-05,Comprehension,Phonological,Task
Subj21,35,comp_phon_task_hbo,0.000136,Comprehension,Phonological,Task
Subj21,36,comp_phon_task_hbo,0.000103,Comprehension,Phonological,Task
Subj22,1,comp_phon_task_hbo,-9.71E-05,Comprehension,Phonological,Task
Subj22,2,comp_phon_task_hbo,-5.28E-05,Comprehension,Phonological,Task
Subj22,3,comp_phon_task_hbo,3.09E-05,Comprehension,Phonological,Task
Subj22,4,comp_phon_task_hbo,3.64E-05,Comprehension,Phonological,Task
Subj22,6,comp_phon_task_hbo,-4.99E-05,Comprehension,Phonological,Task
Subj22,7,comp_phon_task_hbo,4.81E-06,Comprehension,Phonological,Task
Subj22,8,comp_phon_task_hbo,5.55E-05,Comprehension,Phonological,Task
Subj22,9,comp_phon_task_hbo,2.02E-05,Comprehension,Phonological,Task
Subj22,10,comp_phon_task_hbo,6.41E-05,Comprehension,Phonological,Task
Subj22,11,comp_phon_task_hbo,8.22E-05,Comprehension,Phonological,Task
Subj22,12,comp_phon_task_hbo,-2.73E-05,Comprehension,Phonological,Task
Subj22,13,comp_phon_task_hbo,-4.94E-05,Comprehension,Phonological,Task
Subj22,15,comp_phon_task_hbo,7.86E-05,Comprehension,Phonological,Task
Subj22,16,comp_phon_task_hbo,8.86E-05,Comprehension,Phonological,Task
Subj22,17,comp_phon_task_hbo,2.75E-05,Comprehension,Phonological,Task
Subj22,18,comp_phon_task_hbo,6.58E-05,Comprehension,Phonological,Task
Subj22,19,comp_phon_task_hbo,-0.000115,Comprehension,Phonological,Task
Subj22,20,comp_phon_task_hbo,-5.98E-05,Comprehension,Phonological,Task
Subj22,21,comp_phon_task_hbo,-7.94E-05,Comprehension,Phonological,Task
Subj22,22,comp_phon_task_hbo,-4.72E-05,Comprehension,Phonological,Task
Subj22,24,comp_phon_task_hbo,-2.94E-05,Comprehension,Phonological,Task
Subj22,25,comp_phon_task_hbo,-0.00014,Comprehension,Phonological,Task
Subj22,26,comp_phon_task_hbo,7.80E-06,Comprehension,Phonological,Task
Subj22,27,comp_phon_task_hbo,2.44E-05,Comprehension,Phonological,Task
Subj22,28,comp_phon_task_hbo,-0.000101,Comprehension,Phonological,Task
Subj22,29,comp_phon_task_hbo,-9.55E-06,Comprehension,Phonological,Task
Subj22,30,comp_phon_task_hbo,2.29E-05,Comprehension,Phonological,Task
Subj22,31,comp_phon_task_hbo,5.37E-05,Comprehension,Phonological,Task
Subj22,33,comp_phon_task_hbo,1.05E-05,Comprehension,Phonological,Task
